Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
Estribor,10:11:48,---,---,---,---,---,---,
Estribor,10:12:13,657,8,24,5,---,---,
Estribor,10:12:38,658,9,23,6,---,---,
Estribor,10:13:04,658,7,23,7,---,---,
Estribor,10:13:31,659,4,24,5,---,---,
Estribor,10:13:57,662,6,23,0,---,---,
Estribor,10:14:22,659,1,24,9,---,---,
Estribor,10:14:50,659,9,---,---,---,---,
Estribor,10:15:13,659,9,26,3,---,---,
Estribor,10:15:38,659,7,26,4,---,---,
Estribor,10:16:03,659,3,26,9,---,---,
Estribor,10:16:28,660,2,26,0,---,---,
Estribor,10:16:54,660,6,25,8,---,---,
Estribor,10:17:19,660,4,25,7,---,---,
Estribor,10:17:44,660,0,27,0,---,---,
Estribor,10:18:10,660,2,---,---,---,---,
Estribor,10:18:34,660,2,26,0,---,---,
Estribor,10:18:58,660,4,26,5,---,---,
Estribor,10:19:24,660,4,27,0,---,---,
Estribor,10:19:49,660,6,27,6,---,---,
Estribor,10:20:14,660,2,25,9,---,---,
Estribor,10:20:40,660,6,25,6,---,---,
Estribor,10:21:05,660,1,26,0,---,---,
Estribor,10:21:30,660,5,25,1,---,---,
Estribor,10:21:55,660,7,25,0,---,---,
Estribor,10:22:20,660,1,26,1,---,---,
Estribor,10:22:45,660,5,26,3,---,---,
Estribor,10:23:10,660,8,---,---,---,---,
Estribor,10:23:33,661,3,26,3,---,---,
Estribor,10:23:59,660,8,---,---,---,---,
Estribor,10:24:22,660,8,27,1,---,---,
Estribor,10:24:49,661,1,27,3,---,---,
Estribor,10:25:19,---,---,---,---,---,---,
Estribor,10:25:41,660,4,26,5,---,---,
Estribor,10:26:07,660,6,27,6,---,---,
Estribor,10:26:32,660,7,27,0,---,---,
Estribor,10:26:57,660,7,27,3,---,---,
Estribor,10:27:22,660,7,26,9,---,---,
Estribor,10:27:50,---,---,---,---,---,---,
Estribor,10:28:13,660,5,---,---,---,---,
Estribor,10:28:38,660,7,---,---,---,---,
Estribor,10:29:03,661,4,26,6,---,---,
Estribor,10:29:28,660,8,25,9,---,---,
Estribor,10:29:53,660,8,29,0,---,---,
Estribor,10:30:19,660,7,26,5,---,---,
Estribor,10:30:44,660,5,26,0,---,---,
Estribor,10:31:11,660,7,---,---,---,---,
Estribor,10:31:37,660,5,26,5,---,---,
Estribor,10:32:02,660,4,25,7,---,---,
Estribor,10:32:27,660,7,25,8,---,---,
Estribor,10:32:53,660,6,---,---,---,---,
Estribor,10:33:16,661,2,26,1,---,---,
Estribor,10:33:41,660,6,26,0,---,---,
Estribor,10:34:07,660,7,25,5,---,---,
Estribor,10:34:32,660,8,24,8,---,---,
Estribor,10:34:56,660,6,25,5,---,---,
Estribor,10:35:21,660,7,24,1,---,---,
Estribor,10:35:46,660,9,24,3,---,---,
Estribor,10:36:11,660,8,25,1,---,---,
Estribor,10:36:36,661,7,24,1,---,---,
Estribor,10:37:01,661,2,24,4,---,---,
Estribor,10:37:26,660,7,25,0,---,---,
Estribor,10:37:52,660,9,---,---,---,---,
Estribor,10:38:15,661,0,24,0,---,---,
Estribor,10:38:39,660,7,24,6,---,---,
Estribor,10:39:04,660,2,24,5,---,---,
Estribor,10:39:29,660,4,24,0,---,---,
Estribor,10:39:56,660,8,24,3,---,---,
Estribor,10:40:22,660,5,---,---,---,---,
Estribor,10:40:45,660,5,25,1,---,---,
Estribor,10:41:10,660,8,25,0,---,---,
Estribor,10:41:35,660,5,24,6,---,---,
Estribor,10:42:00,661,0,24,6,---,---,
Estribor,10:42:24,660,7,25,3,---,---,
Estribor,10:42:50,660,7,24,3,---,---,
Estribor,10:43:15,660,6,25,0,---,---,
Estribor,10:43:40,660,2,24,9,---,---,
Estribor,10:44:04,---,---,---,---,---,---,
Estribor,10:44:31,606,0,24,0,---,---,
Estribor,10:44:57,567,2,24,1,---,---,
Estribor,10:45:25,528,7,24,1,---,---,
Estribor,10:45:51,494,9,23,7,---,---,
Estribor,10:46:18,462,2,23,8,---,---,
Estribor,10:46:47,---,---,---,---,---,---,
Estribor,10:47:09,397,3,23,8,---,---,
Estribor,10:47:36,364,9,23,6,---,---,
Estribor,10:48:01,335,0,23,0,---,---,
Estribor,10:48:26,304,6,23,0,---,---,
Estribor,10:48:52,275,4,---,---,---,---,
Estribor,10:49:15,242,5,21,5,---,---,
Estribor,10:49:40,206,4,17,6,---,---,
Estribor,10:50:05,170,4,15,8,---,---,
Estribor,10:50:30,135,0,14,6,---,---,
Estribor,10:50:55,102,1,14,6,---,---,
Estribor,10:51:20,71,7,13,9,---,---,
