Tiempo,Escalas(m),Datos1(m)
2019-11-28 08:53:32,1698.5,51.4
2019-11-28 08:53:56,1713.5,58.08
2019-11-28 08:57:05,1776.9,64.75999999999999
2019-11-28 08:57:32,1779.1,71.44
2019-11-28 09:00:08,1678.3,78.12
2019-11-28 09:01:00,1792.1,84.8
2019-11-28 09:01:26,1792.5,90.9
2019-11-28 09:01:52,1793.0,98.8
2019-11-28 09:02:18,1793.1,102.5
2019-11-28 09:02:44,1793.9,101.4
2019-11-28 09:03:09,1794.5,98.7
2019-11-28 09:03:36,1796.8,98.85
2019-11-28 09:04:00,1796.8,99.0
2019-11-28 09:04:27,1798.6,100.2
2019-11-28 09:04:55,1799.3,101.9
2019-11-28 09:05:19,1800.5,103.6
2019-11-28 09:05:43,1801.7,105.15
2019-11-28 09:06:08,1801.4,106.7
2019-11-28 09:06:58,558.9,107.80000000000001
2019-11-28 09:08:18,1803.1,108.9
2019-11-28 09:08:43,1803.5,111.4
2019-11-28 09:09:08,1803.1,109.5
2019-11-28 09:09:36,1803.7,107.6
2019-11-28 09:10:01,1803.5,107.35
2019-11-28 09:10:28,1803.8,107.1
2019-11-28 09:10:53,1803.9,109.6
2019-11-28 09:11:18,1804.1,108.7
2019-11-28 09:11:45,1804.6,112.9
2019-11-28 09:12:11,1804.4,110.6
2019-11-28 09:12:35,1804.2,108.9
2019-11-28 09:13:01,1804.2,109.3
2019-11-28 09:13:27,1805.7,110.1
2019-11-28 09:13:52,1804.0,109.9
2019-11-28 09:14:17,1804.4,111.2
2019-11-28 09:14:43,1804.4,112.4
2019-11-28 09:15:08,1804.6,107.8
2019-11-28 09:15:32,1804.6,106.2
2019-11-28 09:15:57,1804.3,105.6
2019-11-28 09:16:21,1810.4,103.6
2019-11-28 09:16:48,1803.6,108.475
2019-11-28 09:17:43,1802.6,113.35
2019-11-28 09:19:30,1803.2,118.225
2019-11-28 09:20:48,1803.2,123.1
2019-11-28 09:21:36,1802.2,103.5
2019-11-28 09:22:00,1802.8,110.53333333333333
2019-11-28 09:23:49,1803.5,117.56666666666666
2019-11-28 09:24:13,1803.1,124.6
2019-11-28 09:25:03,1803.0,118.4
2019-11-28 09:25:29,1803.1,114.2
2019-11-28 09:25:54,1802.8,114.8
2019-11-28 09:28:09,1818.7,119.0
2019-11-28 09:28:58,1798.4,123.2
2019-11-28 09:31:14,1796.9,130.6
2019-11-28 09:32:08,1798.2,133.64999999999998
2019-11-28 09:32:34,1797.0,136.7
2019-11-28 09:33:27,1797.5,131.9
2019-11-28 09:35:10,1798.4,131.225
2019-11-28 09:35:35,1798.3,130.55
2019-11-28 09:36:04,1798.4,129.875
2019-11-28 09:36:56,1798.2,129.2
2019-11-28 09:38:19,1750.1,132.39999999999998
