Tiempo,Escalas(m),Datos1(m)
2019-11-28 19:00:25,1688.8,119.9
2019-11-28 19:01:11,1688.7,122.9
2019-11-28 19:01:57,956.2,122.15
2019-11-28 19:02:43,1688.9,121.4
2019-11-28 19:03:07,1689.0,119.5
2019-11-28 19:03:58,1688.7,119.8
2019-11-28 19:04:45,1689.2,120.7
2019-11-28 19:05:08,1689.7,122.3
2019-11-28 19:05:29,1688.2,123.9
2019-11-28 19:06:48,1688.8,126.2
2019-11-28 19:07:16,1689.5,124.3
2019-11-28 19:08:06,1688.6,123.2
2019-11-28 19:08:50,1245.8,119.9
2019-11-28 19:09:39,1689.1,116.6
2019-11-28 19:10:05,1689.2,120.1
2019-11-28 19:11:49,1689.6,116.9
2019-11-28 19:12:15,1689.4,118.5
2019-11-28 19:13:24,1689.2,118.8
2019-11-28 19:14:13,1455.9,118.7
2019-11-28 19:14:59,1689.4,118.6
2019-11-28 19:15:23,1690.0,118.5
2019-11-28 19:15:47,1689.6,120.0
2019-11-28 19:16:55,577.1,119.35
2019-11-28 19:17:42,1128.5,118.7
2019-11-28 19:18:27,1357.4,118.05000000000001
2019-11-28 19:19:13,1689.4,117.4
